1,Michael,36614,Emily,26181
2,Jacob,36014,Hannah,21373
3,Matthew,31142,Samantha,20193
4,Joshua,28088,Sarah,19879
5,Christopher,27001,Ashley,19874
6,Nicholas,26634,Alexis,19778
7,Brandon,23829,Taylor,18572
8,Tyler,23711,Jessica,18235
9,Andrew,23654,Madison,17786
10,Austin,23477,Elizabeth,15186
11,Joseph,23178,Alyssa,13710
12,Daniel,23153,Kayla,13422
13,David,20881,Megan,13253
14,William,20831,Lauren,12907
15,John,20624,Rachel,12201
16,Zachary,20579,Victoria,12146
17,Ryan,20194,Brianna,12047
18,James,19686,Abigail,11099
19,Anthony,19630,Amanda,10912
20,Justin,17971,Jennifer,10689
21,Jonathan,17647,Olivia,10610
22,Alexander,17464,Emma,10437
23,Robert,15524,Morgan,10217
24,Kyle,15274,Nicole,9911
25,Dylan,14539,Brittany,9843
26,Christian,14512,Jasmine,9484
27,Jordan,14409,Alexandra,8606
28,Samuel,13907,Sydney,8550
29,Noah,13409,Stephanie,8490
30,Benjamin,13059,Rebecca,8419
31,Thomas,12886,Anna,8378
32,Kevin,12507,Julia,8327
33,Jose,12371,Katherine,8204
34,Nathan,11584,Destiny,8153
35,Cameron,11418,Kaitlyn,7936
36,Hunter,11078,Haley,7935
37,Aaron,10547,Amber,7929
38,Ethan,10533,Allison,7861
39,Eric,9963,Courtney,7554
40,Jason,9395,Natalie,7546
41,Brian,9144,Danielle,7368
42,Caleb,9028,Jordan,7112
43,Cody,8811,Maria,6817
44,Logan,8638,Savannah,6463
45,Adam,8357,Mary,6443
46,Steven,8113,Brooke,6344
47,Connor,7905,Gabrielle,6200
48,Charles,7847,Sara,6007
49,Timothy,7845,Shelby,5893
50,Sean,7713,Madeline,5869
51,Jared,7461,Sierra,5840
52,Juan,7360,Vanessa,5830
53,Luis,7198,Kimberly,5721
54,Gabriel,7066,Grace,5719
55,Richard,6954,Michelle,5559
56,Alex,6951,Kelsey,5550
57,Patrick,6733,Erin,5472
58,Trevor,6598,Katelyn,5367
59,Isaiah,6488,Melissa,5354
60,Nathaniel,6427,Bailey,5196
61,Jack,6374,Andrea,5131
62,Devin,6217,Mariah,5085
63,Evan,6083,Paige,4975
64,Mark,5892,Mackenzie,4890
65,Isaac,5857,Jenna,4864
66,Elijah,5662,Marissa,4720
67,Chase,5562,Tiffany,4612
68,Jeremy,5541,Sabrina,4607
69,Carlos,5476,Christina,4531
70,Jesse,5440,Hailey,4472
71,Adrian,5429,Makayla,4365
72,Dakota,5401,Cheyenne,4325
73,Ian,5351,Sophia,4306
74,Bryan,5308,Laura,4294
75,Luke,5284,Caroline,4275
76,Jesus,5216,Breanna,4250
77,Cole,5148,Autumn,4208
78,Stephen,5013,Caitlin,4175
79,Antonio,4943,Briana,4152
80,Garrett,4788,Miranda,4142
81,Angel,4772,Alexandria,4008
82,Tanner,4702,Mikayla,3858
83,Mason,4657,Diana,3853
84,Spencer,4619,Isabella,3849
85,Blake,4606,Cassandra,3814
86,Kenneth,4586,Kaylee,3806
87,Seth,4586,Chloe,3793
88,Dalton,4563,Katie,3730
89,Paul,4319,Kelly,3703
90,Miguel,4255,Kathryn,3702
91,Jeffrey,4188,Claire,3641
92,Tristan,4169,Erica,3624
93,Lucas,4091,Alexa,3622
94,Bryce,4053,Chelsea,3518
95,Alejandro,4043,Jacqueline,3500
96,Marcus,4011,Amy,3485
97,Victor,3996,Lindsey,3465
