1,Jacob,34471,Emily,25953
2,Michael,32035,Hannah,23080
3,Matthew,28572,Madison,19967
4,Joshua,27538,Ashley,17997
5,Christopher,24931,Sarah,17697
6,Nicholas,24652,Alexis,17629
7,Andrew,23639,Samantha,17266
8,Joseph,22825,Jessica,15709
9,Daniel,22312,Elizabeth,15094
10,Tyler,21503,Taylor,15078
11,William,20659,Lauren,14175
12,Brandon,20336,Alyssa,13553
13,Ryan,20264,Kayla,13312
14,John,20092,Abigail,13088
15,Zachary,19849,Brianna,12878
16,David,19767,Olivia,12852
17,Anthony,19648,Emma,12548
18,James,17981,Megan,11434
19,Justin,17779,Grace,11284
20,Alexander,17282,Victoria,10923
21,Jonathan,16882,Rachel,10673
22,Christian,16056,Anna,10588
23,Austin,15944,Sydney,10242
24,Dylan,15401,Destiny,9850
25,Ethan,15223,Morgan,9502
26,Benjamin,14840,Jennifer,9385
27,Noah,14270,Jasmine,9097
28,Samuel,14170,Haley,9070
29,Robert,13737,Julia,8766
30,Nathan,13036,Kaitlyn,8758
31,Cameron,12761,Nicole,8561
32,Kevin,12667,Amanda,8552
33,Thomas,12639,Katherine,8107
34,Jose,12581,Natalie,8094
35,Hunter,12535,Hailey,7831
36,Jordan,12167,Alexandra,7546
37,Kyle,11969,Savannah,7099
38,Caleb,9865,Chloe,7094
39,Jason,9772,Rebecca,7063
40,Logan,9736,Stephanie,7030
41,Aaron,9553,Maria,6852
42,Eric,9156,Sophia,6563
43,Brian,8957,Mackenzie,6348
44,Gabriel,8678,Allison,6314
45,Adam,8133,Isabella,6242
46,Jack,8121,Mary,6192
47,Isaiah,8028,Amber,6181
48,Juan,7709,Danielle,6088
49,Luis,7657,Gabrielle,5869
50,Connor,7529,Jordan,5808
51,Charles,7524,Brooke,5640
52,Elijah,7470,Michelle,5544
53,Isaac,7432,Sierra,5521
54,Steven,7355,Katelyn,5502
55,Evan,7332,Andrea,5478
56,Jared,7323,Madeline,5370
57,Sean,7316,Sara,5316
58,Timothy,7260,Kimberly,5242
59,Luke,7145,Courtney,5239
60,Cody,7133,Erin,5184
61,Nathaniel,6797,Brittany,5183
62,Alex,6746,Vanessa,5133
63,Seth,6717,Jenna,5045
64,Mason,6516,Jacqueline,5036
65,Richard,6352,Caroline,5022
66,Carlos,6316,Faith,4998
67,Angel,6304,Makayla,4917
68,Patrick,6294,Bailey,4648
69,Devin,6153,Paige,4609
70,Bryan,6141,Shelby,4559
71,Cole,5926,Melissa,4529
72,Jackson,5903,Kaylee,4493
73,Ian,5886,Christina,4328
74,Garrett,5840,Trinity,4284
75,Trevor,5745,Mariah,4104
76,Jesus,5680,Caitlin,4102
77,Chase,5440,Autumn,4027
78,Adrian,5339,Marissa,4025
79,Mark,5224,Angela,3824
80,Blake,5142,Breanna,3824
81,Sebastian,5027,Catherine,3800
82,Antonio,4890,Zoe,3785
83,Lucas,4818,Briana,3754
84,Jeremy,4737,Jada,3747
85,Gavin,4686,Laura,3733
86,Miguel,4671,Claire,3710
87,Julian,4589,Alexa,3674
88,Dakota,4553,Kelsey,3669
89,Alejandro,4509,Kathryn,3641
90,Jesse,4483,Leslie,3623
91,Dalton,4445,Alexandria,3549
92,Bryce,4318,Sabrina,3467
93,Tanner,4235,Mia,3451
94,Kenneth,4149,Isabel,3447
