1,Noah,19286,Emma,20924
2,Liam,18451,Olivia,19791
3,Mason,17192,Sophia,18598
4,Jacob,16869,Isabella,17068
5,William,16809,Ava,15688
6,Ethan,15713,Mia,13506
7,Michael,15440,Emily,12642
8,Alexander,15406,Abigail,12076
9,James,14420,Madison,10315
10,Daniel,13931,Charlotte,10111
11,Elijah,13813,Harper,9606
12,Benjamin,13790,Sofia,9591
13,Logan,13637,Avery,9563
14,Aiden,13394,Elizabeth,9557
15,Jayden,12957,Amelia,8789
16,Matthew,12898,Evelyn,8739
17,Jackson,12210,Ella,8547
18,David,12195,Chloe,8533
19,Lucas,12151,Victoria,7991
20,Joseph,12106,Grace,7634
21,Anthony,11571,Aubrey,7621
22,Andrew,11151,Zoey,7401
23,Samuel,10987,Natalie,7098
24,Gabriel,10912,Addison,6983
25,Joshua,10884,Lillian,6909
26,John,10687,Brooklyn,6809
27,Carter,10671,Lily,6768
28,Luke,10503,Hannah,6579
29,Dylan,10403,Layla,6446
30,Christopher,10350,Scarlett,6003
31,Isaac,9971,Aria,5918
32,Henry,9428,Zoe,5870
33,Oliver,9428,Samantha,5723
34,Sebastian,9303,Anna,5679
35,Caleb,9215,Leah,5601
36,Owen,9143,Audrey,5562
37,Ryan,9080,Ariana,5489
38,Nathan,8967,Savannah,5472
39,Wyatt,8866,Allison,5467
40,Hunter,8808,Arianna,5263
41,Jack,8742,Camila,5218
42,Christian,8448,Gabriella,5093
43,Landon,8223,Penelope,5082
44,Jonathan,8102,Claire,5012
45,Levi,8043,Aaliyah,4877
46,Jaxon,7694,Sadie,4857
47,Julian,7665,Riley,4790
48,Isaiah,7609,Skylar,4767
49,Eli,7483,Nora,4738
50,Aaron,7391,Sarah,4700
51,Charles,7339,Hailey,4611
52,Connor,7223,Kaylee,4537
53,Cameron,7048,Paisley,4493
54,Thomas,7026,Kennedy,4489
55,Jeremiah,6866,Ellie,4476
56,Jordan,6860,Peyton,4446
57,Nicholas,6761,Annabelle,4354
58,Evan,6712,Caroline,4343
59,Adrian,6687,Serenity,4323
60,Robert,6633,Madelyn,4307
61,Gavin,6614,Lucy,4293
62,Brayden,6574,Aubree,4270
63,Grayson,6569,Alexa,4245
64,Josiah,6451,Alexis,4229
65,Colton,6383,Nevaeh,4229
66,Austin,6303,Stella,4194
67,Angel,6301,Violet,4181
68,Jace,6287,Genesis,4161
69,Dominic,6246,Mackenzie,4149
70,Kevin,5891,Bella,4083
71,Brandon,5837,Autumn,4062
72,Tyler,5826,Mila,4055
73,Parker,5708,Kylie,3956
74,Ayden,5612,Maya,3947
75,Jason,5550,Piper,3862
76,Jose,5476,Alyssa,3828
77,Ian,5452,Taylor,3808
78,Chase,5353,Eleanor,3735
79,Adam,5325,Faith,3714
80,Hudson,5238,Naomi,3702
81,Nolan,5201,Melanie,3693
82,Zachary,5176,Eva,3678
83,Easton,4983,Katherine,3676
84,Blake,4942,Lydia,3638
85,Jaxson,4928,Brianna,3604
86,Cooper,4839,Julia,3597
87,Lincoln,4816,Ashley,3554
88,Xavier,4767,Khloe,3542
89,Bentley,4759,Madeline,3441
90,Kayden,4721,Ruby,3422
91,Carson,4613,Sophie,3386
92,Asher,4319,Alexandra,3310
93,Brody,4317,London,3283
94,Nathaniel,4303,Lauren,3090
95,Ryder,4100,Gianna,3074
96,Justin,4022,Isabelle,3070
97,Leo,3963,Vivian,3061
98,Tristan,3907,Alice,3052
99,Juan,3899,Jasmine,3020
100,Luis,3898,Hadley,3011
101,Camden,3890,Kayla,3005
102,Damian,3875,Morgan,3000
103,Elias,3775,Cora,2963
104,Vincent,3757,Bailey,2939
105,Jase,3742,Hazel,2903
106,Mateo,3739,Reagan,2900
107,Maxwell,3731,Kimberly,2898
108,Miles,3680,Sydney,2852
109,Micah,3655,Clara,2849
110,Sawyer,3591,Trinity,2801
111,Jesus,3518,Natalia,2796
112,Max,3492,Valentina,2777
113,Roman,3467,Rylee,2768
114,Leonardo,3446,Maria,2764
115,Santiago,3423,Jocelyn,2756
116,Cole,3422,Aurora,2739
117,Carlos,3420,Eliana,2738
118,Bryson,3417,Brielle,2650
119,Ezra,3410,Liliana,2637
120,Braxton,3348,Mary,2630
121,Brantley,3346,Elena,2610
122,Declan,3315,Molly,2600
123,Eric,3309,Makayla,2582
124,Kaiden,3260,Lilly,2562
125,Giovanni,3239,Andrea,2557
126,Theodore,3223,Quinn,2550
127,Harrison,3202,Jordyn,2547
128,Alex,3176,Nicole,2531
129,Diego,3170,Adalynn,2521
130,Wesley,3137,Delilah,2509
131,Bryce,3111,Kinsley,2442
132,Ivan,3075,Kendall,2440
133,Greyson,3043,Ariel,2434
134,Timothy,3008,Payton,2411
135,George,3001,Paige,2408
136,Weston,2964,Willow,2400
137,Silas,2928,Mariah,2399
138,Jonah,2910,Mya,2398
139,Antonio,2890,Brooke,2389
140,Colin,2882,Jade,2387
141,Hayden,2879,Lyla,2379
142,Richard,2877,Ximena,2339
143,Ashton,2809,Luna,2335
144,Axel,2797,Isabel,2327
145,Steven,2794,Mckenzie,2317
146,Kaleb,2755,Ivy,2285
147,Miguel,2752,Josephine,2279
148,Preston,2726,Amy,2190
149,Bryan,2725,Laila,2143
150,Jayce,2709,Isla,2132
151,Victor,2678,Eden,2130
152,Ryker,2674,Angelina,2123
153,Patrick,2672,Adalyn,2114
154,Joel,2662,Londyn,2091
155,Grant,2641,Rachel,2081
156,Emmett,2636,Destiny,2066
157,Marcus,2606,Melody,2060
158,Alejandro,2600,Kaitlyn,2057
159,Jameson,2591,Juliana,2056
160,Jude,2587,Brooklynn,2054
161,Kingston,2585,Emery,2045
162,Edward,2582,Gracie,2042
163,Maddox,2573,Norah,2007
164,Emmanuel,2565,Emilia,1998
165,Abel,2562,Reese,1971
166,Bennett,2543,Elise,1967
167,Everett,2537,Sara,1966
168,Brian,2526,Aliyah,1964
169,Jeremy,2513,Margaret,1950
170,Alan,2497,Catherine,1940
171,Kaden,2466,Gabrielle,1921
172,Jaden,2456,Vanessa,1921
173,Jesse,2452,Katelyn,1916
174,Riley,2441,Arabella,1902
175,King,2433,Valeria,1889
176,Tucker,2418,Valerie,1880
177,Kai,2406,Adriana,1874
178,Malachi,2383,Everly,1869
179,Kyle,2381,Jessica,1796
180,Abraham,2375,Daisy,1783
181,Ezekiel,2370,Rebecca,1778
182,Calvin,2332,Makenzie,1772
183,Bradley,2325,Summer,1771
184,Oscar,2319,Lila,1770
185,Luca,2302,Julianna,1767
186,Avery,2281,Callie,1759
187,Aidan,2276,Michelle,1748
188,Zayden,2219,Ryleigh,1748
189,Mark,2181,Presley,1742
190,Jake,2165,Alaina,1740
191,Kenneth,2147,Angela,1732
192,Maximus,2135,Harmony,1719
193,Sean,2121,Alina,1713
194,Karter,2110,Rose,1693
195,Brady,2091,Athena,1688
196,Nicolas,2073,Emerson,1681
197,Caden,2055,Adelyn,1673
198,Cayden,2045,Alana,1671
199,Graham,2038,Izabella,1665
200,Jayceon,2011,Hayden,1663
201,Paul,2001,Cali,1660
202,Gage,1933,Esther,1659
203,Corbin,1926,Marley,1647
204,Peter,1919,Fiona,1646
205,Derek,1878,Stephanie,1639
206,Maverick,1875,Cecilia,1637
207,Tanner,1857,Jayla,1620
208,Jax,1847,Kate,1620
209,Jorge,1847,Kinley,1616
210,Peyton,1839,Genevieve,1607
211,Xander,1832,Alexandria,1603
212,Amir,1817,Eliza,1602
213,Gael,1807,Alivia,1596
214,Omar,1806,Kylee,1588
215,Iker,1789,Giselle,1575
216,Elliot,1768,Arya,1553
217,Javier,1764,Alayna,1546
218,Jasper,1746,Leilani,1537
219,Cody,1744,Adeline,1530
220,Rylan,1737,Ana,1529
221,Andres,1710,Jennifer,1521
222,Dean,1708,Tessa,1519
223,Collin,1699,Finley,1510
224,Zane,1693,Melissa,1505
225,Charlie,1689,Daniela,1493
226,Myles,1667,Aniyah,1491
227,Lorenzo,1635,Keira,1467
228,Beau,1633,Daleyza,1466
229,Conner,1631,Charlie,1437
230,Lukas,1630,Hope,1436
231,Simon,1616,Lucia,1430
232,Francisco,1599,Gabriela,1409
233,Elliott,1591,Mckenna,1401
234,Finn,1582,Parker,1399
235,Gunner,1576,Brynlee,1396
236,Garrett,1562,Lola,1387
237,Jaiden,1558,Amaya,1362
238,Keegan,1556,Maggie,1353
239,Rowan,1546,Miranda,1350
240,Judah,1542,Anastasia,1341
241,August,1538,Georgia,1332
242,Griffin,1537,Leila,1330
243,Israel,1534,Lexi,1329
244,Chance,1525,Kenzie,1326
245,Beckett,1523,Iris,1325
246,Brooks,1520,Jordan,1310
247,Zander,1519,Cassidy,1307
248,Spencer,1516,Jacqueline,1306
249,Damien,1507,Vivienne,1297
250,Seth,1501,Noelle,1291
251,Waylon,1499,Camille,1287
252,Travis,1489,Josie,1283
253,Devin,1488,Teagan,1283
254,Emiliano,1479,Adrianna,1279
255,Zion,1479,Allie,1276
256,Ricardo,1460,Annabella,1274
257,Stephen,1445,Juliette,1271
258,Erick,1440,Kendra,1270
259,Reid,1432,Juliet,1268
260,Martin,1431,Sienna,1264
261,Eduardo,1429,Brynn,1257
262,Paxton,1428,Kali,1254
263,Fernando,1402,Danielle,1239
264,Raymond,1402,Maci,1238
265,Manuel,1378,Jenna,1232
266,Jeffrey,1376,Haley,1231
267,Felix,1370,Delaney,1230
268,Josue,1365,Raelynn,1230
269,Mario,1364,Paris,1226
