1,Noah,18241,Sophia,21213
2,Jacob,18148,Emma,20936
3,Liam,18131,Olivia,18414
4,Mason,17688,Isabella,17631
5,William,16633,Ava,15249
6,Ethan,16235,Mia,13147
7,Michael,15491,Emily,13124
8,Alexander,14900,Abigail,12405
9,Jayden,14756,Madison,10591
10,Daniel,14290,Elizabeth,9448
11,Elijah,13783,Charlotte,9297
12,Aiden,13615,Avery,9174
13,James,13552,Sofia,9157
14,Benjamin,13494,Chloe,8780
15,Matthew,13329,Ella,8444
16,Jackson,12585,Harper,8277
17,Logan,12349,Amelia,8032
18,David,12348,Aubrey,7963
19,Anthony,12260,Addison,7727
20,Joseph,12231,Evelyn,7659
21,Joshua,11822,Natalie,7472
22,Andrew,11649,Grace,7374
23,Lucas,11544,Hannah,7294
24,Gabriel,11227,Zoey,7238
25,Samuel,11110,Victoria,7202
26,Christopher,10849,Lillian,7067
27,John,10704,Lily,6987
28,Dylan,10111,Brooklyn,6890
29,Isaac,10107,Samantha,6502
30,Ryan,9873,Layla,6477
31,Nathan,9709,Zoe,5969
32,Caleb,9596,Leah,5603
33,Carter,9569,Audrey,5597
34,Luke,9568,Allison,5436
35,Christian,9323,Anna,5378
36,Hunter,8954,Savannah,5241
37,Henry,8870,Aaliyah,5229
38,Owen,8755,Gabriella,5209
39,Landon,8734,Camila,5144
40,Jack,8572,Kaylee,5118
41,Wyatt,8553,Aria,5111
42,Jonathan,8550,Scarlett,5050
43,Eli,7935,Hailey,5016
44,Isaiah,7869,Arianna,4995
45,Jaxon,7549,Riley,4931
46,Sebastian,7545,Alexis,4774
47,Julian,7509,Nevaeh,4756
48,Brayden,7438,Sarah,4694
49,Gavin,7418,Claire,4656
50,Levi,7415,Sadie,4650
51,Aaron,7301,Peyton,4564
52,Oliver,7262,Serenity,4445
53,Jordan,7189,Aubree,4443
54,Nicholas,7134,Ariana,4410
55,Evan,7112,Genesis,4296
56,Connor,7103,Penelope,4289
57,Charles,7012,Alyssa,4198
58,Jeremiah,6952,Bella,4172
59,Cameron,6855,Taylor,4135
60,Adrian,6841,Alexa,4099
61,Thomas,6786,Kylie,4026
62,Robert,6708,Mackenzie,4015
63,Tyler,6645,Caroline,3979
64,Austin,6484,Kennedy,3954
65,Colton,6479,Autumn,3950
66,Jace,6384,Lucy,3944
67,Angel,6362,Ashley,3937
68,Dominic,6315,Madelyn,3933
69,Josiah,6298,Violet,3929
70,Brandon,6220,Stella,3908
71,Ayden,6069,Brianna,3901
72,Kevin,5934,Maya,3820
73,Zachary,5755,Skylar,3788
74,Parker,5663,Ellie,3761
75,Blake,5641,Sophie,3748
76,Jose,5619,Julia,3747
77,Grayson,5551,Katherine,3718
78,Chase,5532,Mila,3677
79,Jason,5501,Khloe,3670
80,Ian,5420,Paisley,3600
81,Bentley,5377,Annabelle,3554
82,Adam,5241,Nora,3507
83,Xavier,4977,Alexandra,3505
84,Cooper,4890,Melanie,3468
85,Justin,4866,London,3455
86,Nolan,4741,Naomi,3442
87,Hudson,4665,Gianna,3441
88,Easton,4643,Eva,3430
89,Jase,4552,Faith,3405
90,Carson,4527,Madeline,3370
91,Nathaniel,4524,Nicole,3348
92,Jaxson,4452,Lauren,3344
93,Kayden,4422,Ruby,3310
94,Brody,4327,Makayla,3287
95,Lincoln,4033,Kayla,3256
96,Tristan,4007,Lydia,3252
97,Luis,4000,Piper,3186
98,Damian,3962,Sydney,3171
99,Camden,3895,Jocelyn,3148
100,Juan,3882,Morgan,3114
101,Vincent,3853,Kimberly,3099
102,Bryson,3806,Molly,3080
103,Ryder,3780,Jasmine,3054
104,Asher,3712,Reagan,3038
105,Micah,3689,Bailey,3012
106,Carlos,3675,Eleanor,3006
107,Jesus,3667,Alice,2935
108,Maxwell,3640,Trinity,2918
109,Mateo,3587,Rylee,2898
110,Alex,3544,Hadley,2826
111,Max,3516,Andrea,2814
