1,Jacob,20365,Sophia,21837
2,Mason,19507,Isabella,19901
3,William,17339,Emma,18797
4,Jayden,16986,Olivia,17321
5,Noah,16854,Ava,15496
6,Michael,16789,Emily,14251
7,Ethan,16681,Abigail,13247
8,Alexander,15700,Madison,12381
9,Aiden,15492,Mia,11527
10,Daniel,15279,Chloe,10988
11,Anthony,14263,Elizabeth,10084
12,Matthew,14159,Ella,9586
13,Elijah,13960,Addison,9297
14,Joshua,13763,Natalie,8637
15,Liam,13433,Lily,8177
16,Andrew,13272,Grace,7633
17,James,13247,Samantha,7393
18,David,13222,Avery,7340
19,Benjamin,13061,Sofia,7327
20,Christopher,12995,Aubrey,7174
21,Logan,12982,Brooklyn,7164
22,Joseph,12964,Lillian,6920
23,Jackson,12395,Victoria,6888
24,Gabriel,12337,Evelyn,6707
25,Ryan,11493,Hannah,6566
26,Samuel,11340,Alexis,6521
27,John,11042,Charlotte,6427
28,Nathan,10501,Zoey,6399
29,Lucas,10395,Leah,6389
30,Christian,10310,Amelia,6368
31,Jonathan,10230,Zoe,6303
32,Caleb,10027,Hailey,6270
33,Dylan,9776,Nevaeh,6102
34,Landon,9753,Gabriella,6094
35,Isaac,9597,Layla,6079
36,Brayden,9009,Kaylee,6044
37,Gavin,9009,Alyssa,6015
38,Tyler,8834,Anna,5658
39,Luke,8701,Sarah,5555
40,Evan,8651,Allison,5465
41,Carter,8596,Savannah,5446
42,Nicholas,8589,Ashley,5398
43,Isaiah,8526,Audrey,5210
44,Owen,8329,Taylor,5188
45,Jack,8179,Brianna,5180
46,Jordan,8065,Aaliyah,5115
47,Brandon,7809,Riley,5031
48,Wyatt,7677,Camila,4968
49,Julian,7616,Khloe,4954
50,Aaron,7613,Claire,4896
51,Jeremiah,7601,Sophie,4728
52,Angel,7529,Arianna,4686
53,Cameron,7517,Harper,4674
54,Connor,7405,Peyton,4674
55,Hunter,7365,Alexa,4504
56,Adrian,7333,Makayla,4449
57,Henry,7229,Julia,4347
58,Eli,7205,Kylie,4346
59,Justin,7109,Kayla,4324
60,Austin,7026,Bella,4264
61,Charles,6977,Katherine,4186
62,Robert,6968,Lauren,4098
63,Thomas,6913,Gianna,4065
64,Zachary,6802,Maya,4016
