1,Jacob,19069,Sophia,22304
2,Mason,18964,Emma,20934
3,Ethan,17668,Isabella,19093
4,Noah,17346,Olivia,17310
5,William,16880,Ava,15529
6,Liam,16796,Emily,13646
7,Michael,16154,Abigail,12697
8,Jayden,16120,Mia,12019
9,Alexander,15232,Madison,11392
10,Aiden,14896,Elizabeth,9703
11,Daniel,14271,Chloe,9659
12,Matthew,13964,Ella,9198
13,Elijah,13865,Avery,8314
14,James,13418,Addison,8175
15,Anthony,13195,Aubrey,8047
16,Benjamin,12821,Lily,7955
17,Joshua,12652,Natalie,7892
18,Andrew,12617,Sofia,7831
19,Joseph,12553,Charlotte,7476
20,David,12530,Zoey,7466
21,Jackson,12483,Grace,7375
22,Logan,12463,Hannah,7274
23,Christopher,11892,Amelia,7242
24,Gabriel,11549,Harper,7188
25,Samuel,11447,Lillian,7156
26,Ryan,10935,Samantha,6924
27,Lucas,10701,Evelyn,6876
28,John,10615,Victoria,6861
29,Nathan,10417,Brooklyn,6785
30,Isaac,10046,Zoe,6455
31,Dylan,9982,Layla,6263
32,Caleb,9962,Hailey,5908
33,Christian,9617,Leah,5767
34,Jonathan,9355,Kaylee,5616
35,Landon,9344,Anna,5615
36,Carter,9258,Aaliyah,5505
37,Luke,9008,Gabriella,5497
38,Owen,8689,Allison,5421
39,Brayden,8499,Nevaeh,5386
40,Gavin,8252,Alexis,5353
41,Wyatt,8217,Audrey,5297
42,Isaiah,8152,Savannah,5190
43,Henry,8066,Sarah,5186
44,Eli,8059,Alyssa,5085
45,Hunter,8030,Claire,4944
46,Jack,7934,Taylor,4864
47,Evan,7897,Riley,4825
48,Jordan,7802,Camila,4789
49,Nicholas,7734,Arianna,4716
50,Tyler,7696,Ashley,4698
51,Aaron,7530,Brianna,4633
52,Jeremiah,7475,Sophie,4574
53,Julian,7374,Peyton,4468
54,Cameron,7361,Bella,4348
55,Levi,7223,Khloe,4311
56,Brandon,7026,Genesis,4300
57,Angel,7019,Alexa,4292
58,Austin,6999,Serenity,4231
59,Connor,6972,Kylie,4170
60,Robert,6946,Aubree,4047
61,Adrian,6941,Scarlett,4042
62,Charles,6935,Stella,3997
63,Thomas,6838,Maya,3974
64,Sebastian,6731,Katherine,3950
65,Colton,6356,Julia,3876
66,Jaxon,6302,Lucy,3810
67,Zachary,6256,Madelyn,3793
68,Ayden,6221,Autumn,3774
69,Kevin,6221,Kayla,3768
70,Dominic,6182,Makayla,3767
71,Jose,6034,Mackenzie,3757
72,Blake,6033,Lauren,3658
73,Oliver,5917,Gianna,3623
74,Justin,5888,Ariana,3582
75,Bentley,5873,Faith,3539
76,Jason,5743,Alexandra,3479
77,Ian,5689,Melanie,3465
78,Chase,5686,Sydney,3452
79,Josiah,5515,Naomi,3420
80,Xavier,5363,Caroline,3415
81,Parker,5357,Bailey,3406
82,Adam,5316,Morgan,3398
83,Cooper,5191,Ellie,3383
84,Nathaniel,4780,Kennedy,3382
85,Jace,4718,Jasmine,3378
86,Grayson,4711,Eva,3362
87,Carson,4593,Skylar,3343
88,Tristan,4430,Kimberly,3312
89,Nolan,4424,Violet,3276
90,Luis,4365,Molly,3256
91,Brody,4359,Trinity,3235
92,Juan,4281,Jocelyn,3229
93,Hudson,4218,Aria,3228
94,Bryson,4034,London,3198
95,Carlos,4007,Lydia,3166
96,Easton,3938,Madeline,3159
97,Kayden,3867,Reagan,3087
98,Alex,3857,Piper,3063
99,Damian,3854,Annabelle,3053
100,Ryder,3810,Andrea,3049
101,Jesus,3781,Maria,3031
102,Cole,3776,Brooke,2971
103,Micah,3760,Payton,2938
104,Vincent,3729,Paisley,2919
105,Max,3694,Ruby,2911
106,Jaxson,3658,Paige,2910
107,Eric,3627,Mariah,2890
108,Asher,3554,Nora,2888
109,Hayden,3534,Rylee,2794
110,Diego,3335,Lilly,2785
111,Miles,3262,Brielle,2767
112,Steven,3236,Jade,2734
113,Maxwell,3230,Destiny,2715
114,Ivan,3227,Nicole,2653
115,Elias,3224,Mila,2641
116,Aidan,3219,Kendall,2623
117,Bryce,3183,Liliana,2621
118,Antonio,3112,Kaitlyn,2599
119,Timothy,3110,Sadie,2590
120,Giovanni,3088,Natalia,2587
121,Bryan,3079,Mary,2574
122,Santiago,3048,Jordyn,2566
123,Colin,3021,Vanessa,2551
124,Richard,3019,Mya,2540
125,Braxton,3008,Penelope,2532
126,Kaleb,2992,Isabelle,2502
127,Kyle,2964,Alice,2500
128,Jonah,2948,Reese,2459
129,Kaden,2947,Gabrielle,2419
130,Miguel,2939,Hadley,2418
131,Preston,2935,Katelyn,2413
132,Lincoln,2907,Rachel,2413
133,Riley,2877,Angelina,2405
134,Leo,2875,Isabel,2381
135,Victor,2869,Eleanor,2377
136,Brady,2859,Clara,2333
137,Mateo,2838,Jessica,2332
138,Jeremy,2833,Brooklynn,2323
139,Jaden,2828,Elena,2270
140,Brian,2813,Vivian,2260
141,Patrick,2812,Aliyah,2256
142,Ashton,2808,Sara,2254
143,Declan,2780,Eliana,2249
144,Joel,2776,Laila,2248
145,Sean,2772,Amy,2233
146,Gael,2744,Lyla,2223
147,Sawyer,2740,Juliana,2216
148,Alejandro,2727,Adriana,2149
149,Marcus,2715,Valeria,2142
150,Jesse,2698,Makenzie,2122
151,Caden,2691,Elise,2121
152,Leonardo,2682,Mckenzie,2116
153,Jake,2676,Quinn,2108
154,Kaiden,2663,Delilah,2091
155,Wesley,2646,Cora,2079
156,Camden,2597,Kylee,2050
157,Edward,2591,Rebecca,2011
158,Brantley,2580,Gracie,2001
159,Roman,2570,Izabella,1968
160,Silas,2493,Josephine,1951
161,Jude,2481,Eden,1934
162,Axel,2477,Alaina,1931
163,Grant,2467,Michelle,1930
164,Cayden,2374,Jennifer,1923
165,Emmanuel,2347,Catherine,1910
166,George,2333,Aurora,1903
167,Malachi,2318,Valentina,1902
168,Maddox,2310,Stephanie,1885
169,Bradley,2292,Valerie,1863
170,Alan,2283,Jayla,1842
171,Weston,2283,Willow,1829
172,Gage,2268,Hazel,1784
173,Devin,2237,Daisy,1783
174,Greyson,2236,Melody,1782
175,Kenneth,2219,Alana,1777
176,Mark,2203,Margaret,1777
177,Oscar,2195,Summer,1774
178,Tanner,2179,Melissa,1771
179,Rylan,2170,Kinsley,1752
180,Nicolas,2129,Kinley,1747
181,Harrison,2122,Ariel,1736
182,Derek,2114,Lila,1726
183,Ezra,2085,Ryleigh,1711
184,Peyton,2075,Giselle,1709
185,Tucker,2041,Haley,1708
186,Emmett,2025,Julianna,1696
187,Avery,2012,Ivy,1694
188,Cody,2007,Alivia,1691
189,Calvin,1963,Brynn,1655
190,Abraham,1950,Keira,1651
191,Paul,1950,Kate,1643
192,Abel,1946,Aniyah,1642
193,Andres,1945,Angela,1637
194,Theodore,1942,Daniela,1636
195,Jorge,1939,Londyn,1621
196,Kai,1936,Harmony,1620
197,Ezekiel,1933,Hayden,1612
198,Collin,1931,Adalyn,1608
199,Omar,1918,Megan,1559
200,Jayce,1910,Allie,1548
201,Bennett,1908,Gabriela,1545
202,Conner,1901,Alayna,1542
203,Trevor,1877,Presley,1535
204,Peter,1865,Jenna,1522
205,Eduardo,1858,Alexandria,1520
206,Maximus,1843,Jada,1511
207,Jaiden,1829,Ashlyn,1510
208,Jameson,1820,Adrianna,1504
209,Seth,1811,Fiona,1503
210,Kingston,1773,Norah,1502
211,Javier,1771,Emery,1484
212,Travis,1753,Amaya,1476
213,Garrett,1743,Miranda,1471
214,Everett,1738,Maci,1469
215,Graham,1715,Cecilia,1462
216,Xander,1714,Ximena,1462
217,Cristian,1671,Ana,1457
218,Damien,1663,Hope,1453
219,Griffin,1652,Katie,1446
220,Ryker,1649,Shelby,1444
221,Corbin,1617,Jordan,1421
222,Myles,1617,Callie,1417
223,Luca,1615,Eliza,1417
224,Zane,1591,Luna,1412
225,Francisco,1566,Leilani,1411
226,Ricardo,1565,Mckenna,1401
227,Stephen,1562,Angel,1399
228,Alexis,1560,Genevieve,1388
229,Zayden,1556,Isla,1385
230,Drake,1542,Makenna,1385
231,Iker,1542,Lola,1381
232,Lukas,1542,Danielle,1373
233,Charlie,1534,Tessa,1363
