1,Michael,60785,Ashley,43479
2,Christopher,47101,Jessica,43397
3,Matthew,41636,Brittany,29089
4,Joshua,41217,Amanda,28889
5,Andrew,31529,Samantha,25644
6,Daniel,30919,Sarah,25223
7,James,30504,Stephanie,22771
8,David,30415,Jennifer,20672
9,Joseph,29835,Elizabeth,20387
10,John,27801,Emily,20308
11,Ryan,27529,Megan,19277
12,Nicholas,27357,Kayla,18542
13,Robert,26828,Lauren,18407
14,Justin,26787,Rachel,16343
15,Brandon,26016,Nicole,16050
16,Tyler,25205,Amber,14991
17,Jacob,25190,Danielle,13616
18,Anthony,24440,Chelsea,13510
19,William,23865,Courtney,13441
20,Jonathan,22971,Melissa,13343
21,Kyle,21611,Rebecca,13298
22,Zachary,21382,Michelle,12215
23,Kevin,20261,Heather,11700
24,Cody,18977,Jasmine,11524
25,Eric,18050,Katherine,11489
26,Alexander,17637,Kelsey,11430
27,Steven,16857,Tiffany,11155
28,Thomas,16786,Victoria,10913
29,Jordan,16013,Hannah,10768
30,Brian,14912,Alyssa,10675
31,Aaron,14242,Christina,10565
32,Timothy,14149,Taylor,10253
33,Benjamin,13872,Shelby,10218
34,Richard,12552,Kimberly,9800
35,Patrick,12414,Laura,9644
36,Adam,12301,Alexandra,9456
37,Jose,11723,Sara,8844
38,Charles,11333,Mary,8760
39,Samuel,11229,Andrea,7992
40,Sean,11176,Erica,7801
41,Stephen,10526,Crystal,7728
42,Nathan,10494,Kelly,7512
43,Jeremy,10401,Amy,7277
44,Travis,10134,Erin,7206
45,Jeffrey,9895,Maria,7129
46,Dylan,9761,Anna,7118
47,Mark,9682,Alexis,7009
48,Christian,9442,Kristen,6817
49,Jason,9380,Morgan,6792
50,Austin,9054,Allison,6772
51,Jesse,8365,Brianna,6560
52,Taylor,7967,Lindsey,6458
53,Paul,7677,Katie,6419
54,Kenneth,7576,Cassandra,6407
55,Gregory,7551,Caitlin,6382
56,Dustin,7384,Vanessa,5926
57,Scott,7112,Kathryn,5831
58,Corey,6926,Brittney,5827
59,Derek,6893,Angela,5799
60,Juan,6836,Jamie,5780
61,Bryan,6756,Olivia,5598
62,Cameron,6696,Jordan,5560
63,Alex,6672,Alicia,5557
64,Jared,6213,Natalie,5554
65,Ethan,6127,Brooke,5550
66,Luis,5891,Ariel,5410
67,Bradley,5724,Julia,5363
68,Edward,5572,Whitney,5240
